timestamp;posX;posY;posZ;rotW;rotX;rotY;rotZ;controllerLeftPosX;controllerLeftPosY;controllerLeftPosZ;controllerLeftRotW;controllerLeftRotX;controllerLeftRotY;controllerLeftRotZ;controllerRightPosX;controllerRightPosY;controllerRightPosZ;controllerRightRotW;controllerRightRotX;controllerRightRotY;controllerRightRotZ;
42.205;2.984;1.600;-0.553;-0.035;0.000;-0.999;0.000;2.984;1.600;-0.553;-0.035;0.000;-0.999;0.000;2.984;1.600;-0.553;-0.035;0.000;-0.999;0.000;
42.256;2.987;1.600;-0.603;0.000;0.000;-1.000;0.000;2.987;1.600;-0.603;0.000;0.000;-1.000;0.000;2.987;1.600;-0.603;0.000;0.000;-1.000;0.000;
42.310;2.984;1.600;-0.678;0.052;0.000;-0.999;0.000;2.984;1.600;-0.678;0.052;0.000;-0.999;0.000;2.984;1.600;-0.678;0.052;0.000;-0.999;0.000;
42.360;2.978;1.600;-0.727;0.087;0.000;-0.996;0.000;2.978;1.600;-0.727;0.087;0.000;-0.996;0.000;2.978;1.600;-0.727;0.087;0.000;-0.996;0.000;
42.411;2.963;1.600;-0.801;0.139;0.000;-0.990;0.000;2.963;1.600;-0.801;0.139;0.000;-0.990;0.000;2.963;1.600;-0.801;0.139;0.000;-0.990;0.000;
42.464;2.939;1.600;-0.872;0.191;0.000;-0.982;0.000;2.939;1.600;-0.872;0.191;0.000;-0.982;0.000;2.939;1.600;-0.872;0.191;0.000;-0.982;0.000;
42.517;2.920;1.600;-0.918;0.225;0.000;-0.974;0.000;2.920;1.600;-0.918;0.225;0.000;-0.974;0.000;2.920;1.600;-0.918;0.225;0.000;-0.974;0.000;
42.569;2.885;1.600;-0.984;0.276;0.000;-0.961;0.000;2.885;1.600;-0.984;0.276;0.000;-0.961;0.000;2.885;1.600;-0.984;0.276;0.000;-0.961;0.000;
42.624;2.843;1.600;-1.046;0.326;0.000;-0.946;0.000;2.843;1.600;-1.046;0.326;0.000;-0.946;0.000;2.843;1.600;-1.046;0.326;0.000;-0.946;0.000;
42.674;2.811;1.600;-1.085;0.358;0.000;-0.934;0.000;2.811;1.600;-1.085;0.358;0.000;-0.934;0.000;2.811;1.600;-1.085;0.358;0.000;-0.934;0.000;
42.726;2.759;1.600;-1.139;0.407;0.000;-0.914;0.000;2.759;1.600;-1.139;0.407;0.000;-0.914;0.000;2.759;1.600;-1.139;0.407;0.000;-0.914;0.000;
